Area,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,Class,perimeterRatio
10.253968352311533,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347,0.763922518159806,-4.496853917504642,0.958027126250128,0.913357754795763,0.007331506135183,0.003147289167336,-6.66393811756624,SEKER,-4.080515417667171
10.288069449727868,212.826129860206,175.931142612714,1.20971265632436,0.562727316750412,0.778113247523704,-4.561993270278601,0.947849473016411,0.908774238510331,0.007243911840034,0.003047733217213,-6.976181200435624,SEKER,-3.8154469259745434
10.309219291761723,210.557998960925,182.516515695305,1.15363805932189,0.498615976402717,0.782681272822118,-3.7591192201579497,0.903936374317338,0.928328834759944,0.007016728837674,0.00321456207939,-5.149698847828005,SEKER,-3.077644794734723
10.31820968190697,212.560556425386,181.510181599753,1.17106684898868,0.520400660291264,0.775688484693224,-4.557314164810488,0.943851783250593,0.923725951522894,0.0070200652738,0.003152778738995,-7.176656239611564,SEKER,-3.6604030321970353
10.324727579759655,211.05015532184,184.039050112943,1.1467683363521,0.489477894457261,0.762401500938086,-4.140265098924564,0.853079868774835,0.933373552303864,0.006924899278861,0.003242016245377,-6.957718538905165,SEKER,-2.5301705933188434
10.326104719461858,212.996755056346,182.737203764065,1.16559053476242,0.513759557963588,0.770681818181818,-4.543781171488223,0.96710924399015,0.925480391841559,0.006979152497013,0.003158285146363,-6.403688224739084,SEKER,-4.33928235481584
10.331529214823197,213.534145164516,183.157146295974,1.16585210832808,0.514080860347291,0.771561478501383,-4.459838443485724,0.954239807502237,0.925658497690839,0.006958909733242,0.003151549518812,-6.86180813168656,SEKER,-3.9042417136303014
10.336373256220284,217.227812764409,180.897468573821,1.20083390042444,0.553642224684321,0.783682805947388,-4.689614167472461,0.970278230120595,0.912125429956056,0.007045074034002,0.00300803981212,-6.970846781471021,SEKER,-4.557317606026837
10.33906147341461,213.560089393098,184.439870859033,1.15788461788895,0.504102365412161,0.770805285464971,-4.456331360394431,0.946258179932639,0.92903834275195,0.006907529494877,0.0031742202948,-7.3928950837408305,SEKER,-3.691525244594744
10.344673667218705,210.486254870828,188.32684762014,1.1176646215381,0.446621923566855,0.786377317449478,-4.451046753745984,0.958172835629964,0.945254304669785,0.00677000594612,0.003333983668368,-6.600057798820557,SEKER,-3.9465525483986705
